431,388,386,1.02728098508463e-09
431,386,430,1.07944909172493e-09
431,433,388,1.00479151705129e-09
463,477,452,9.91277787572106e-10
451,415,452,1.10129044917589e-09
463,430,428,1.15930568521162e-09
423,424,378,9.41315104011125e-10
475,450,476,1.32225053018995e-09
464,432,466,1.28150297049891e-09
462,427,429,1.25894006616522e-09
476,450,451,1.23924065739105e-09
476,451,477,1.02570121757234e-09
462,458,427,1.15876457273262e-09
396,99,394,9.35464961989269e-10
179,28,29,1.03241544712066e-09
462,429,464,1.27053734072366e-09
457,424,423,9.65954773516509e-10
467,468,469,1.25648819215442e-09
466,432,434,1.03437240850158e-09
465,453,454,1.03014881159261e-09
431,454,433,1.12286156078714e-09
468,439,440,1.20382557684629e-09
468,440,442,1.17382099304396e-09
465,454,431,1.02646480681384e-09
199,117,115,1.08478079369815e-09
465,431,430,9.05635176154896e-10
457,423,458,1.00981837889265e-09
457,459,424,8.0770583194861e-10
477,451,452,9.29804445827339e-10
460,461,426,9.98033078747088e-10
461,428,426,1.04688720686195e-09
460,425,459,7.85247612044732e-10
470,444,445,1.14871501217313e-09
466,434,436,1.03192692383448e-09
3,5,47,4.8896923210812e-11
481,458,462,1.01874366783608e-09
141,10,11,1.37300276495586e-09
458,423,427,1.04658288698208e-09
461,476,477,1.03374867377e-09
463,465,430,1.02321544333794e-09
455,437,399,9.98392079279617e-10
47,5,6,8.01844134566436e-11
456,435,420,9.041343722114e-10
456,392,435,8.10710113556941e-10
470,445,471,1.18768016078496e-09
478,466,436,1.52588901143993e-09
461,477,463,9.73545488949439e-10
461,463,428,1.23422477209514e-09
97,478,479,1.35975045586166e-09
97,479,485,1.16902211143097e-09
460,476,461,1.15016308801062e-09
474,448,449,1.09137777770603e-09
484,464,466,1.1500836822808e-09
487,471,472,1.27992598099281e-09
473,447,448,1.0590822163561e-09
474,449,475,1.08810308615346e-09
473,472,447,1.09750619409484e-09
474,473,448,1.07693621710411e-09
484,483,464,9.59956945861782e-10
483,462,464,1.17947210794147e-09
483,487,488,1.17820001566685e-09
396,398,99,9.70938161506364e-10
154,82,83,1.05261260849768e-09
138,68,69,1.15881812496688e-09
165,35,36,1.03544878401818e-09
131,15,16,1.08161175262207e-09
482,460,459,8.4468578386567e-10
482,475,476,1.17493875644805e-09
485,467,469,1.22103893601009e-09
479,438,467,1.40445160076567e-09
482,476,460,1.19348876153477e-09
166,88,89,1.09500641809093e-09
117,22,23,1.09093852801026e-09
489,473,474,9.20705448219108e-10
470,469,444,1.14382506327066e-09
479,455,438,1.14267807938234e-09
133,14,15,1.1534042343362e-09
137,12,13,1.05116311032593e-09
137,139,12,1.10432349493894e-09
135,13,14,1.12745209324986e-09
140,69,70,1.15020237094248e-09
