4,48,5.1440118991893e-05
48,49,5.0663071725872e-05
49,50,4.97626181220154e-05
50,51,5.14382930736064e-05
51,52,5.0863253064346e-05
52,53,4.94264069077681e-05
53,54,5.15364284244891e-05
54,55,5.07207571917532e-05
55,56,4.91007834785748e-05
56,57,5.18424314582554e-05
57,58,4.99802434866238e-05
58,59,5.03032080873449e-05
59,60,5.05665408265054e-05
60,61,5.00518618044061e-05
61,62,5.01820180637293e-05
62,63,5.11010639099489e-05
63,64,4.94078031455675e-05
64,65,5.08286314206261e-05
65,66,5.07762580450398e-05
66,67,4.96818749923431e-05
67,68,5.15584656201965e-05
68,69,5.02322795955443e-05
69,70,5.00701820076763e-05
70,71,5.14421655840298e-05
71,72,5.0510956663904e-05
72,73,5.01655113159863e-05
73,74,5.09825135176686e-05
74,75,5.09975070084984e-05
75,76,5.03342877380637e-05
76,77,5.06405593625553e-05
77,1,5.08247545121023e-05
1,78,4.8520262714588e-05
78,79,5.03873518970213e-05
79,80,5.01044579351391e-05
80,81,4.89494745548024e-05
81,82,5.16431274128984e-05
82,83,4.86180938294825e-05
83,84,5.15212299439855e-05
84,85,4.87295710401138e-05
85,86,5.10793337368721e-05
86,87,4.9360070662127e-05
87,88,5.01297685523843e-05
88,89,5.05761800199332e-05
89,90,4.94898766155704e-05
90,91,5.04906017211862e-05
91,92,4.9997092423579e-05
92,93,4.98879523331044e-05
93,94,5.04137414517397e-05
94,95,4.99294315550777e-05
95,96,5.00230895827582e-05
96,2,5.01492920176371e-05
2,28,4.89609773350987e-05
28,29,4.88435387690717e-05
29,30,4.86940868504491e-05
30,31,4.92552667661066e-05
31,32,4.87660156837772e-05
32,33,4.86234827863574e-05
33,34,4.94316642354439e-05
34,35,4.8500435588532e-05
35,36,4.89870458318217e-05
36,37,4.92776832165581e-05
37,38,4.77618237343606e-05
38,39,5.01190771356776e-05
39,40,4.82741594897966e-05
40,41,4.93510854295413e-05
41,42,4.86727815882347e-05
42,43,4.919555202578e-05
43,44,4.80834279867292e-05
44,45,5.00777926528263e-05
45,46,4.85623696401696e-05
46,47,4.31066537781592e-05
47,3,2.74550794755087e-05
3,5,2.63784146010437e-05
5,6,4.24091233010222e-05
6,7,4.99186973935684e-05
7,8,5.22623794132589e-05
8,9,4.77795484136498e-05
9,10,5.21574691214142e-05
10,11,4.81302303569853e-05
11,12,5.18441157075769e-05
12,13,4.90009662635724e-05
13,14,4.99541264835681e-05
14,15,5.18880981688904e-05
15,16,4.86447771358299e-05
16,17,5.01878215041837e-05
17,18,5.14990334037109e-05
18,19,4.91519655241755e-05
19,20,5.00402175506533e-05
20,21,5.07681560695e-05
21,22,5.00705303023862e-05
22,23,5.00236923794548e-05
23,24,5.02369148043973e-05
24,25,5.03463371332234e-05
25,26,5.03360016500755e-05
26,27,5.00774893949289e-05
27,4,4.96710041716196e-05
