1,0
6.12323399573677e-17,1
-1,1.22464679914735e-16
-1.83697019872103e-16,0
-0.90916200015002,0
-0.819802317813061,0
-0.728747703335609,0
-0.637210196488165,0
-0.545693831569718,0
-0.455577556560853,0
-0.364493679225407,0
-0.272870592602165,0
-0.182237193881676,0
-0.0910923427216642,0
-0.0871597429447567,0.996194348111755
-0.173644378937392,0.984808422823164
-0.258819125540877,0.965925804735672
-0.342023924534677,0.939691244529764
-0.422614728072625,0.906309434804748
-0.500000036059491,0.866025382965481
-0.57357969840947,0.819149760161414
-0.64278459100243,0.766046976085565
-0.707106781186547,0.707106781186548
-0.766046976085565,0.64278459100243
-0.819149760161413,0.57357969840947
-0.86602538296548,0.500000036059492
-0.906309434804748,0.422614728072625
-0.939691244529764,0.342023924534677
-0.965925804735672,0.258819125540878
-0.984808422823164,0.173644378937392
-0.996194348111755,0.0871597429447573
0.091092342721663,0
0.182237193881676,0
0.272870592602164,0
0.364493679225407,0
0.455577556560853,0
0.545693831569718,0
0.637210196488165,0
0.72874770333561,0
0.819802317813061,0
0.90916200015002,0
0.996194348111755,0.0871597429447568
0.984808422823164,0.173644378937392
0.965925804735672,0.258819125540877
0.939691244529764,0.342023924534677
0.906309434804748,0.422614728072625
0.866025382965481,0.500000036059492
0.819149760161414,0.57357969840947
0.766046976085565,0.64278459100243
0.707106781186548,0.707106781186547
0.64278459100243,0.766046976085565
0.57357969840947,0.819149760161413
0.500000036059492,0.86602538296548
0.422614728072625,0.906309434804748
0.342023924534678,0.939691244529764
0.258819125540878,0.965925804735672
0.173644378937392,0.984808422823164
0.0871597429447572,0.996194348111755
